mode: set
miniclaudecode-go/skills/loader.go:49.58,50.23 1 1
miniclaudecode-go/agent_loop.go:1692.26,1693.41 1 0
miniclaudecode-go/agent_loop.go:1693.41,1697.4 3 0
miniclaudecode-go/agent_loop.go:1698.3,1698.53 1 0
miniclaudecode-go/agent_loop.go:1704.36,1706.23 2 0
miniclaudecode-go/agent_loop.go:1706.23,1709.3 2 0
miniclaudecode-go/agent_loop.go:1714.2,1719.20 4 0
miniclaudecode-go/agent_loop.go:1719.20,1721.79 2 0
miniclaudecode-go/agent_loop.go:1721.79,1723.4 1 0
miniclaudecode-go/agent_loop.go:1727.2,1728.32 2 0
miniclaudecode-go/agent_loop.go:1728.32,1733.27 3 0
miniclaudecode-go/agent_loop.go:1733.27,1735.4 1 0
miniclaudecode-go/agent_loop.go:1736.3,1738.32 2 0
miniclaudecode-go/agent_loop.go:1738.32,1740.4 1 0
miniclaudecode-go/agent_loop.go:1741.3,1743.32 3 0
miniclaudecode-go/agent_loop.go:1743.32,1744.40 1 0
miniclaudecode-go/agent_loop.go:1744.40,1746.5 1 0
miniclaudecode-go/agent_loop.go:1748.3,1748.9 1 0
miniclaudecode-go/agent_loop.go:1752.2,1755.20 4 0
miniclaudecode-go/agent_loop.go:1755.20,1759.27 4 0
miniclaudecode-go/agent_loop.go:1759.27,1761.4 1 0
miniclaudecode-go/agent_loop.go:1762.3,1763.32 2 0
miniclaudecode-go/agent_loop.go:1763.32,1765.4 1 0
miniclaudecode-go/agent_loop.go:1766.3,1768.32 3 0
miniclaudecode-go/agent_loop.go:1768.32,1769.40 1 0
miniclaudecode-go/agent_loop.go:1769.40,1771.5 1 0
miniclaudecode-go/agent_loop.go:1773.3,1773.72 1 0
miniclaudecode-go/agent_loop.go:1774.8,1776.3 1 0
miniclaudecode-go/agent_loop.go:1777.2,1777.34 1 0
miniclaudecode-go/agent_loop.go:1777.34,1779.3 1 0
miniclaudecode-go/agent_loop.go:1784.40,1788.31 3 0
miniclaudecode-go/agent_loop.go:1788.31,1790.3 1 0
miniclaudecode-go/agent_loop.go:1792.2,1792.34 1 0
miniclaudecode-go/agent_loop.go:1792.34,1794.3 1 0
miniclaudecode-go/agent_loop.go:1795.2,1795.14 1 0
miniclaudecode-go/agent_loop.go:1801.75,1802.37 1 0
miniclaudecode-go/agent_loop.go:1802.37,1805.3 2 0
miniclaudecode-go/agent_loop.go:1807.2,1808.60 2 0
miniclaudecode-go/agent_loop.go:1808.60,1811.3 2 0
miniclaudecode-go/agent_loop.go:1813.2,1814.23 2 0
miniclaudecode-go/agent_loop.go:1814.23,1817.3 2 0
miniclaudecode-go/agent_loop.go:1820.2,1820.21 1 0
miniclaudecode-go/agent_loop.go:1820.21,1823.3 1 0
miniclaudecode-go/agent_loop.go:1824.2,1824.32 1 0
miniclaudecode-go/agent_loop.go:1824.32,1826.3 1 0
miniclaudecode-go/agent_loop.go:1828.2,1829.31 2 0
miniclaudecode-go/agent_loop.go:1829.31,1831.3 1 0
miniclaudecode-go/agent_loop.go:1832.2,1833.16 2 0
miniclaudecode-go/agent_loop.go:1833.16,1836.3 2 0
miniclaudecode-go/agent_loop.go:1838.2,1842.31 2 0
miniclaudecode-go/agent_loop.go:1842.31,1844.3 1 0
miniclaudecode-go/agent_loop.go:1848.2,1849.31 2 0
miniclaudecode-go/agent_loop.go:1849.31,1850.39 1 0
miniclaudecode-go/agent_loop.go:1850.39,1852.4 1 0
miniclaudecode-go/agent_loop.go:1856.2,1861.20 3 0
miniclaudecode-go/agent_loop.go:1861.20,1863.3 1 0
miniclaudecode-go/agent_loop.go:1864.2,1866.32 3 0
miniclaudecode-go/agent_loop.go:1869.59,1876.38 3 0
miniclaudecode-go/agent_loop.go:1876.38,1878.3 1 0
miniclaudecode-go/agent_loop.go:1884.2,1902.25 7 0
miniclaudecode-go/agent_loop.go:1902.25,1904.3 1 0
miniclaudecode-go/agent_loop.go:1907.2,1907.61 1 0
miniclaudecode-go/agent_loop.go:1907.61,1909.3 1 0
miniclaudecode-go/agent_loop.go:1911.2,1915.53 4 0
miniclaudecode-go/agent_loop.go:1915.53,1916.18 1 0
miniclaudecode-go/agent_loop.go:1916.18,1919.73 2 0
miniclaudecode-go/agent_loop.go:1919.73,1921.5 1 0
miniclaudecode-go/agent_loop.go:1922.4,1924.21 2 0
miniclaudecode-go/agent_loop.go:1927.3,1931.17 4 0
miniclaudecode-go/agent_loop.go:1931.17,1935.73 2 0
miniclaudecode-go/agent_loop.go:1935.73,1939.85 2 0
miniclaudecode-go/agent_loop.go:1939.85,1941.6 1 0
miniclaudecode-go/agent_loop.go:1943.5,1943.84 1 0
miniclaudecode-go/agent_loop.go:1946.4,1946.26 1 0
miniclaudecode-go/agent_loop.go:1946.26,1948.5 1 0
miniclaudecode-go/agent_loop.go:1949.4,1949.24 1 0
miniclaudecode-go/agent_loop.go:1952.3,1957.24 3 0
miniclaudecode-go/agent_loop.go:1957.24,1960.4 2 0
miniclaudecode-go/agent_loop.go:1963.3,1963.113 1 0
miniclaudecode-go/agent_loop.go:1963.113,1975.12 9 0
miniclaudecode-go/agent_loop.go:1979.3,1981.33 1 0
miniclaudecode-go/agent_loop.go:1981.33,1983.4 1 0
miniclaudecode-go/agent_loop.go:1986.3,1986.25 1 0
miniclaudecode-go/agent_loop.go:1986.25,1987.27 1 0
miniclaudecode-go/agent_loop.go:1987.27,1993.5 1 0
miniclaudecode-go/agent_loop.go:1994.4,1995.12 2 0
miniclaudecode-go/agent_loop.go:1999.3,1999.55 1 0
miniclaudecode-go/agent_loop.go:1999.55,2000.33 1 0
miniclaudecode-go/agent_loop.go:2000.33,2002.5 1 0
miniclaudecode-go/agent_loop.go:2006.3,2007.31 2 0
miniclaudecode-go/agent_loop.go:2007.31,2008.12 1 0
miniclaudecode-go/agent_loop.go:2012.3,2013.25 2 0
miniclaudecode-go/agent_loop.go:2013.25,2015.4 1 0
miniclaudecode-go/agent_loop.go:2016.3,2016.18 1 0
miniclaudecode-go/agent_loop.go:2019.2,2019.79 1 0
miniclaudecode-go/agent_loop.go:2026.84,2028.2 1 0
miniclaudecode-go/agent_loop.go:2034.149,2038.38 3 0
miniclaudecode-go/agent_loop.go:2038.38,2040.3 1 0
miniclaudecode-go/agent_loop.go:2042.2,2060.25 7 0
miniclaudecode-go/agent_loop.go:2060.25,2062.3 1 0
miniclaudecode-go/agent_loop.go:2065.2,2065.61 1 0
miniclaudecode-go/agent_loop.go:2065.61,2067.3 1 0
miniclaudecode-go/agent_loop.go:2069.2,2075.59 3 0
miniclaudecode-go/agent_loop.go:2075.59,2076.18 1 0
miniclaudecode-go/agent_loop.go:2076.18,2079.73 2 0
miniclaudecode-go/agent_loop.go:2079.73,2082.5 1 0
miniclaudecode-go/agent_loop.go:2083.4,2085.21 2 0
miniclaudecode-go/agent_loop.go:2088.3,2089.17 2 0
miniclaudecode-go/agent_loop.go:2089.17,2094.4 3 0
miniclaudecode-go/agent_loop.go:2096.3,2099.49 2 0
miniclaudecode-go/agent_loop.go:2099.49,2101.4 1 0
miniclaudecode-go/agent_loop.go:2104.3,2104.49 1 0
miniclaudecode-go/agent_loop.go:2104.49,2106.4 1 0
miniclaudecode-go/agent_loop.go:2109.3,2109.35 1 0
miniclaudecode-go/agent_loop.go:2109.35,2111.4 1 0
miniclaudecode-go/agent_loop.go:2114.3,2114.54 1 0
miniclaudecode-go/agent_loop.go:2114.54,2116.4 1 0
miniclaudecode-go/agent_loop.go:2119.3,2119.25 1 0
miniclaudecode-go/agent_loop.go:2119.25,2120.27 1 0
miniclaudecode-go/agent_loop.go:2120.27,2126.5 1 0
miniclaudecode-go/agent_loop.go:2127.4,2129.12 3 0
miniclaudecode-go/agent_loop.go:2133.3,2133.55 1 0
miniclaudecode-go/agent_loop.go:2133.55,2134.33 1 0
miniclaudecode-go/agent_loop.go:2134.33,2136.5 1 0
miniclaudecode-go/agent_loop.go:2140.3,2140.31 1 0
miniclaudecode-go/agent_loop.go:2140.31,2147.29 3 0
miniclaudecode-go/agent_loop.go:2148.25,2150.13 1 0
miniclaudecode-go/agent_loop.go:2151.33,2154.13 2 0
miniclaudecode-go/agent_loop.go:2155.29,2161.50 3 0
miniclaudecode-go/agent_loop.go:2166.3,2168.48 3 0
miniclaudecode-go/agent_loop.go:2172.2,2174.47 3 0
miniclaudecode-go/agent_loop.go:2179.189,2185.60 5 0
miniclaudecode-go/agent_loop.go:2185.60,2187.44 2 0
miniclaudecode-go/agent_loop.go:2187.44,2189.4 1 0
miniclaudecode-go/agent_loop.go:2190.3,2190.32 1 0
miniclaudecode-go/agent_loop.go:2190.32,2194.4 3 0
miniclaudecode-go/agent_loop.go:2195.3,2195.13 1 0
miniclaudecode-go/agent_loop.go:2199.2,2204.46 4 0
miniclaudecode-go/agent_loop.go:2204.46,2207.3 2 0
miniclaudecode-go/agent_loop.go:2209.2,2210.56 2 0
miniclaudecode-go/agent_loop.go:2210.56,2215.50 3 0
miniclaudecode-go/agent_loop.go:2215.50,2218.25 1 0
miniclaudecode-go/agent_loop.go:2218.25,2221.5 2 0
miniclaudecode-go/agent_loop.go:2222.4,2222.58 1 0
miniclaudecode-go/agent_loop.go:2224.3,2224.55 1 0
miniclaudecode-go/agent_loop.go:2228.2,2231.26 2 0
miniclaudecode-go/agent_loop.go:2231.26,2236.77 2 0
miniclaudecode-go/agent_loop.go:2236.77,2238.4 1 0
miniclaudecode-go/agent_loop.go:2240.3,2240.76 1 0
miniclaudecode-go/agent_loop.go:2244.2,2244.24 1 0
miniclaudecode-go/agent_loop.go:2244.24,2246.112 2 0
miniclaudecode-go/agent_loop.go:2246.112,2248.4 1 0
miniclaudecode-go/agent_loop.go:2249.3,2250.17 1 0
miniclaudecode-go/agent_loop.go:2250.17,2250.43 1 0
miniclaudecode-go/agent_loop.go:2250.43,2250.86 1 0
miniclaudecode-go/agent_loop.go:2250.88,2250.96 1 0
miniclaudecode-go/agent_loop.go:2251.17,2251.43 1 0
miniclaudecode-go/agent_loop.go:2251.43,2251.87 1 0
miniclaudecode-go/agent_loop.go:2251.89,2251.97 1 0
miniclaudecode-go/agent_loop.go:2258.2,2258.111 1 0
miniclaudecode-go/agent_loop.go:2258.111,2260.3 1 0
miniclaudecode-go/agent_loop.go:2263.2,2263.31 1 0
miniclaudecode-go/agent_loop.go:2263.31,2266.3 2 0
miniclaudecode-go/agent_loop.go:2269.2,2269.36 1 0
miniclaudecode-go/agent_loop.go:2269.36,2271.40 2 0
miniclaudecode-go/agent_loop.go:2271.40,2273.4 1 0
miniclaudecode-go/agent_loop.go:2274.3,2275.81 2 0
miniclaudecode-go/agent_loop.go:2279.2,2279.44 1 0
miniclaudecode-go/agent_loop.go:2279.44,2283.95 2 0
miniclaudecode-go/agent_loop.go:2283.95,2287.4 3 0
miniclaudecode-go/agent_loop.go:2287.9,2287.32 1 0
miniclaudecode-go/agent_loop.go:2287.32,2291.4 1 0
miniclaudecode-go/agent_loop.go:2294.2,2295.34 2 0
miniclaudecode-go/agent_loop.go:2300.84,2302.2 1 0
miniclaudecode-go/agent_loop.go:2306.69,2308.38 2 0
miniclaudecode-go/agent_loop.go:2308.38,2310.3 1 0
miniclaudecode-go/agent_loop.go:2314.2,2328.25 6 0
miniclaudecode-go/agent_loop.go:2328.25,2330.3 1 0
miniclaudecode-go/agent_loop.go:2331.2,2334.61 2 0
miniclaudecode-go/agent_loop.go:2334.61,2336.3 1 0
miniclaudecode-go/agent_loop.go:2337.2,2337.15 1 0
miniclaudecode-go/agent_loop.go:2342.87,2361.53 7 0
miniclaudecode-go/agent_loop.go:2361.53,2362.18 1 0
miniclaudecode-go/agent_loop.go:2362.18,2367.4 3 0
miniclaudecode-go/agent_loop.go:2369.3,2373.17 4 0
miniclaudecode-go/agent_loop.go:2373.17,2377.73 2 0
miniclaudecode-go/agent_loop.go:2377.73,2381.85 2 0
miniclaudecode-go/agent_loop.go:2381.85,2383.6 1 0
miniclaudecode-go/agent_loop.go:2385.5,2385.84 1 0
miniclaudecode-go/agent_loop.go:2387.4,2390.35 2 0
miniclaudecode-go/agent_loop.go:2390.35,2391.42 1 0
miniclaudecode-go/agent_loop.go:2391.42,2392.47 1 0
miniclaudecode-go/agent_loop.go:2392.47,2394.7 1 0
miniclaudecode-go/agent_loop.go:2394.12,2396.7 1 0
miniclaudecode-go/agent_loop.go:2400.4,2403.104 2 0
miniclaudecode-go/agent_loop.go:2403.104,2407.5 3 0
miniclaudecode-go/agent_loop.go:2407.10,2407.41 1 0
miniclaudecode-go/agent_loop.go:2407.41,2410.5 1 0
miniclaudecode-go/agent_loop.go:2411.4,2411.36 1 0
miniclaudecode-go/agent_loop.go:2414.3,2414.24 1 0
miniclaudecode-go/agent_loop.go:2414.24,2417.4 2 0
miniclaudecode-go/agent_loop.go:2419.3,2422.33 2 0
miniclaudecode-go/agent_loop.go:2422.33,2424.4 1 0
miniclaudecode-go/agent_loop.go:2426.3,2426.25 1 0
miniclaudecode-go/agent_loop.go:2426.25,2427.27 1 0
miniclaudecode-go/agent_loop.go:2427.27,2433.5 1 0
miniclaudecode-go/agent_loop.go:2434.4,2435.12 2 0
miniclaudecode-go/agent_loop.go:2438.3,2438.55 1 0
miniclaudecode-go/agent_loop.go:2438.55,2439.33 1 0
miniclaudecode-go/agent_loop.go:2439.33,2441.5 1 0
miniclaudecode-go/agent_loop.go:2443.3,2444.31 2 0
miniclaudecode-go/agent_loop.go:2444.31,2445.12 1 0
miniclaudecode-go/agent_loop.go:2447.3,2448.59 2 0
miniclaudecode-go/agent_loop.go:2451.2,2451.79 1 0
miniclaudecode-go/agent_loop.go:2456.121,2459.53 2 0
miniclaudecode-go/agent_loop.go:2459.53,2460.18 1 0
miniclaudecode-go/agent_loop.go:2460.18,2462.73 2 0
miniclaudecode-go/agent_loop.go:2462.73,2464.5 1 0
miniclaudecode-go/agent_loop.go:2465.4,2467.21 2 0
miniclaudecode-go/agent_loop.go:2470.3,2474.17 4 0
miniclaudecode-go/agent_loop.go:2474.17,2478.73 2 0
miniclaudecode-go/agent_loop.go:2478.73,2482.85 2 0
miniclaudecode-go/agent_loop.go:2482.85,2484.6 1 0
miniclaudecode-go/agent_loop.go:2486.5,2486.84 1 0
miniclaudecode-go/agent_loop.go:2488.4,2491.35 2 0
miniclaudecode-go/agent_loop.go:2491.35,2492.42 1 0
miniclaudecode-go/agent_loop.go:2492.42,2493.47 1 0
miniclaudecode-go/agent_loop.go:2493.47,2495.7 1 0
miniclaudecode-go/agent_loop.go:2495.12,2497.7 1 0
miniclaudecode-go/agent_loop.go:2501.4,2504.104 2 0
miniclaudecode-go/agent_loop.go:2504.104,2508.5 3 0
miniclaudecode-go/agent_loop.go:2508.10,2508.41 1 0
miniclaudecode-go/agent_loop.go:2508.41,2511.5 1 0
miniclaudecode-go/agent_loop.go:2512.4,2512.36 1 0
miniclaudecode-go/agent_loop.go:2517.3,2517.24 1 0
miniclaudecode-go/agent_loop.go:2517.24,2520.4 2 0
miniclaudecode-go/agent_loop.go:2522.3,2525.113 2 0
miniclaudecode-go/agent_loop.go:2525.113,2539.12 10 0
miniclaudecode-go/agent_loop.go:2543.3,2545.33 1 0
miniclaudecode-go/agent_loop.go:2545.33,2548.4 1 0
miniclaudecode-go/agent_loop.go:2555.3,2561.78 2 0
miniclaudecode-go/agent_loop.go:2561.78,2569.4 6 0
miniclaudecode-go/agent_loop.go:2573.3,2573.44 1 0
miniclaudecode-go/agent_loop.go:2573.44,2575.39 2 0
miniclaudecode-go/agent_loop.go:2575.39,2581.5 4 0
miniclaudecode-go/agent_loop.go:2582.4,2582.13 1 0
miniclaudecode-go/agent_loop.go:2582.13,2584.5 1 0
miniclaudecode-go/agent_loop.go:2584.10,2586.5 1 0
miniclaudecode-go/agent_loop.go:2587.4,2587.12 1 0
miniclaudecode-go/agent_loop.go:2589.3,2592.25 2 0
miniclaudecode-go/agent_loop.go:2592.25,2593.27 1 0
miniclaudecode-go/agent_loop.go:2593.27,2599.5 1 0
miniclaudecode-go/agent_loop.go:2600.4,2601.12 2 0
miniclaudecode-go/agent_loop.go:2605.3,2605.55 1 0
miniclaudecode-go/agent_loop.go:2605.55,2606.33 1 0
miniclaudecode-go/agent_loop.go:2606.33,2608.5 1 0
miniclaudecode-go/agent_loop.go:2612.3,2613.31 2 0
miniclaudecode-go/agent_loop.go:2613.31,2615.12 2 0
miniclaudecode-go/agent_loop.go:2619.3,2620.64 2 0
miniclaudecode-go/agent_loop.go:2623.2,2623.83 1 0
miniclaudecode-go/agent_loop.go:2626.66,2628.42 2 0
miniclaudecode-go/agent_loop.go:2628.42,2640.3 2 0
miniclaudecode-go/agent_loop.go:2641.2,2641.19 1 0
miniclaudecode-go/agent_loop.go:2644.101,2649.41 4 0
miniclaudecode-go/agent_loop.go:2649.41,2650.36 1 0
miniclaudecode-go/agent_loop.go:2651.28,2652.41 1 0
miniclaudecode-go/agent_loop.go:2653.31,2655.24 2 0
miniclaudecode-go/agent_loop.go:2655.24,2657.5 1 0
miniclaudecode-go/agent_loop.go:2658.4,2658.20 1 0
miniclaudecode-go/agent_loop.go:2658.20,2660.5 1 0
miniclaudecode-go/agent_loop.go:2662.4,2667.39 2 0
miniclaudecode-go/agent_loop.go:2668.32,2669.25 1 0
miniclaudecode-go/agent_loop.go:2674.2,2674.20 1 0
miniclaudecode-go/agent_loop.go:2674.20,2677.25 3 0
miniclaudecode-go/agent_loop.go:2677.25,2679.4 1 0
miniclaudecode-go/agent_loop.go:2680.3,2680.35 1 0
miniclaudecode-go/agent_loop.go:2684.2,2685.41 2 0
miniclaudecode-go/agent_loop.go:2688.76,2692.33 2 0
miniclaudecode-go/agent_loop.go:2692.33,2697.25 4 0
miniclaudecode-go/agent_loop.go:2697.25,2699.4 1 0
miniclaudecode-go/agent_loop.go:2699.9,2701.4 1 0
miniclaudecode-go/agent_loop.go:2705.2,2712.33 3 0
miniclaudecode-go/agent_loop.go:2712.33,2716.19 4 0
miniclaudecode-go/agent_loop.go:2716.19,2718.4 1 0
miniclaudecode-go/agent_loop.go:2721.3,2722.18 2 0
miniclaudecode-go/agent_loop.go:2722.18,2724.21 2 0
miniclaudecode-go/agent_loop.go:2724.21,2727.5 2 0
miniclaudecode-go/agent_loop.go:2732.2,2739.28 3 0
miniclaudecode-go/agent_loop.go:2739.28,2740.30 1 0
miniclaudecode-go/agent_loop.go:2740.30,2743.23 2 0
miniclaudecode-go/agent_loop.go:2743.23,2745.5 1 0
miniclaudecode-go/agent_loop.go:2747.4,2747.25 1 0
miniclaudecode-go/agent_loop.go:2747.25,2758.5 2 0
miniclaudecode-go/agent_loop.go:2759.4,2759.18 1 0
miniclaudecode-go/agent_loop.go:2759.18,2770.5 2 0
miniclaudecode-go/agent_loop.go:2772.4,2773.67 2 0
miniclaudecode-go/agent_loop.go:2778.2,2779.36 2 0
miniclaudecode-go/agent_loop.go:2779.36,2782.3 2 0
miniclaudecode-go/agent_loop.go:2784.2,2784.44 1 0
miniclaudecode-go/agent_loop.go:2784.44,2786.3 1 0
miniclaudecode-go/agent_loop.go:2789.2,2789.31 1 0
miniclaudecode-go/agent_loop.go:2789.31,2791.3 1 0
miniclaudecode-go/agent_loop.go:2793.2,2793.39 1 0
miniclaudecode-go/agent_loop.go:2797.58,2799.16 2 0
miniclaudecode-go/agent_loop.go:2799.16,2801.3 1 0
miniclaudecode-go/agent_loop.go:2802.2,2802.26 1 0
miniclaudecode-go/agent_loop.go:2802.26,2804.3 1 0
miniclaudecode-go/agent_loop.go:2806.2,2809.54 4 0
miniclaudecode-go/agent_loop.go:2809.54,2811.3 1 0
miniclaudecode-go/agent_loop.go:2812.2,2813.66 2 0
miniclaudecode-go/agent_loop.go:2813.66,2815.3 1 0
miniclaudecode-go/agent_loop.go:2816.2,2816.86 1 0
miniclaudecode-go/agent_loop.go:2821.101,2823.2 1 0
miniclaudecode-go/agent_loop.go:2827.109,2829.2 1 0
miniclaudecode-go/agent_loop.go:2833.118,2837.18 4 0
miniclaudecode-go/agent_loop.go:2837.18,2839.3 1 0
miniclaudecode-go/agent_loop.go:2843.2,2843.21 1 0
miniclaudecode-go/agent_loop.go:2843.21,2845.67 1 0
miniclaudecode-go/agent_loop.go:2845.67,2847.4 1 0
miniclaudecode-go/agent_loop.go:2847.9,2847.69 1 0
miniclaudecode-go/agent_loop.go:2847.69,2849.4 1 0
miniclaudecode-go/agent_loop.go:2851.3,2851.22 1 0
miniclaudecode-go/agent_loop.go:2851.22,2854.4 2 0
miniclaudecode-go/agent_loop.go:2858.2,2858.20 1 0
miniclaudecode-go/agent_loop.go:2858.20,2864.3 1 0
miniclaudecode-go/agent_loop.go:2867.2,2867.46 1 0
miniclaudecode-go/agent_loop.go:2867.46,2869.3 1 0
miniclaudecode-go/agent_loop.go:2872.2,2875.25 2 0
miniclaudecode-go/agent_loop.go:2875.25,2877.3 1 0
miniclaudecode-go/agent_loop.go:2882.2,2883.54 2 0
miniclaudecode-go/agent_loop.go:2883.54,2885.3 1 0
miniclaudecode-go/agent_loop.go:2885.8,2885.57 1 0
miniclaudecode-go/agent_loop.go:2885.57,2887.3 1 0
miniclaudecode-go/agent_loop.go:2888.2,2888.22 1 0
miniclaudecode-go/agent_loop.go:2888.22,2890.3 1 0
miniclaudecode-go/agent_loop.go:2891.2,2891.24 1 0
miniclaudecode-go/agent_loop.go:2891.24,2893.3 1 0
miniclaudecode-go/agent_loop.go:2896.2,2897.78 2 0
miniclaudecode-go/agent_loop.go:2897.78,2899.3 1 0
miniclaudecode-go/agent_loop.go:2902.2,2902.85 1 0
miniclaudecode-go/agent_loop.go:2902.85,2903.49 1 0
miniclaudecode-go/agent_loop.go:2903.49,2905.4 1 0
miniclaudecode-go/agent_loop.go:2908.2,2909.16 2 0
miniclaudecode-go/agent_loop.go:2909.16,2916.3 2 0
miniclaudecode-go/agent_loop.go:2919.2,2919.58 1 0
miniclaudecode-go/agent_loop.go:2919.58,2926.3 2 0
miniclaudecode-go/agent_loop.go:2932.2,2932.108 1 0
miniclaudecode-go/agent_loop.go:2932.108,2933.49 1 0
miniclaudecode-go/agent_loop.go:2933.49,2934.67 1 0
miniclaudecode-go/agent_loop.go:2934.67,2940.5 1 0
miniclaudecode-go/agent_loop.go:2944.2,2944.22 1 0
miniclaudecode-go/agent_loop.go:2944.22,2946.20 2 0
miniclaudecode-go/agent_loop.go:2946.20,2952.4 1 0
miniclaudecode-go/agent_loop.go:2961.2,2962.55 2 0
miniclaudecode-go/agent_loop.go:2962.55,2964.3 1 0
miniclaudecode-go/agent_loop.go:2964.8,2966.3 1 0
miniclaudecode-go/agent_loop.go:2967.2,2972.12 5 0
miniclaudecode-go/agent_loop.go:2972.12,2973.16 1 0
miniclaudecode-go/agent_loop.go:2973.16,2974.32 1 0
miniclaudecode-go/agent_loop.go:2974.32,2975.12 1 0
miniclaudecode-go/agent_loop.go:2979.7,2979.7 0 0
miniclaudecode-go/agent_loop.go:2980.13,2980.13 0 0
miniclaudecode-go/agent_loop.go:2984.3,2984.57 1 0
miniclaudecode-go/agent_loop.go:2987.2,2989.9 3 0
miniclaudecode-go/agent_loop.go:2990.27,2990.27 0 0
miniclaudecode-go/agent_loop.go:2992.20,2994.24 2 0
miniclaudecode-go/agent_loop.go:2994.24,2999.4 1 0
miniclaudecode-go/agent_loop.go:2999.9,3004.4 1 0
miniclaudecode-go/agent_loop.go:3006.2,3009.24 2 0
miniclaudecode-go/agent_loop.go:3009.24,3011.3 1 0
miniclaudecode-go/agent_loop.go:3018.2,3018.106 1 0
miniclaudecode-go/agent_loop.go:3018.106,3019.49 1 0
miniclaudecode-go/agent_loop.go:3019.49,3021.31 2 0
miniclaudecode-go/agent_loop.go:3021.31,3022.57 1 0
miniclaudecode-go/agent_loop.go:3022.57,3023.58 1 0
miniclaudecode-go/agent_loop.go:3023.58,3027.7 3 0
miniclaudecode-go/agent_loop.go:3030.4,3030.52 1 0
miniclaudecode-go/agent_loop.go:3035.2,3035.46 1 0
miniclaudecode-go/agent_loop.go:3035.46,3036.80 1 0
miniclaudecode-go/agent_loop.go:3036.80,3037.50 1 0
miniclaudecode-go/agent_loop.go:3037.50,3038.19 1 0
miniclaudecode-go/agent_loop.go:3038.19,3040.6 1 0
miniclaudecode-go/agent_loop.go:3040.11,3042.6 1 0
miniclaudecode-go/agent_loop.go:3048.2,3051.15 2 0
miniclaudecode-go/agent_loop.go:3051.15,3053.3 1 0
miniclaudecode-go/agent_loop.go:3053.8,3053.27 1 0
miniclaudecode-go/agent_loop.go:3053.27,3056.3 2 0
miniclaudecode-go/agent_loop.go:3056.8,3058.25 2 0
miniclaudecode-go/agent_loop.go:3058.25,3061.4 1 0
miniclaudecode-go/agent_loop.go:3061.9,3061.27 1 0
miniclaudecode-go/agent_loop.go:3061.27,3063.4 1 0
miniclaudecode-go/agent_loop.go:3063.9,3065.4 1 0
miniclaudecode-go/agent_loop.go:3069.2,3069.25 1 0
miniclaudecode-go/agent_loop.go:3069.25,3071.3 1 0
miniclaudecode-go/agent_loop.go:3074.2,3074.20 1 0
miniclaudecode-go/agent_loop.go:3074.20,3081.3 1 0
miniclaudecode-go/agent_loop.go:3083.2,3087.11 1 0
miniclaudecode-go/agent_loop.go:3091.56,3094.18 2 0
miniclaudecode-go/agent_loop.go:3095.14,3099.20 2 0
miniclaudecode-go/agent_loop.go:3099.20,3101.4 1 0
miniclaudecode-go/agent_loop.go:3102.3,3103.17 2 0
miniclaudecode-go/agent_loop.go:3104.19,3105.60 1 0
miniclaudecode-go/agent_loop.go:3105.60,3107.4 1 0
miniclaudecode-go/agent_loop.go:3108.47,3109.70 1 0
miniclaudecode-go/agent_loop.go:3109.70,3110.31 1 0
miniclaudecode-go/agent_loop.go:3110.31,3111.101 1 0
miniclaudecode-go/agent_loop.go:3111.101,3113.6 1 0
miniclaudecode-go/agent_loop.go:3116.18,3117.31 1 0
miniclaudecode-go/agent_loop.go:3120.2,3121.24 2 0
miniclaudecode-go/agent_loop.go:3121.24,3123.3 1 0
miniclaudecode-go/agent_loop.go:3124.2,3124.16 1 0
miniclaudecode-go/agent_loop.go:3128.44,3135.87 4 0
miniclaudecode-go/agent_loop.go:3135.87,3139.19 4 0
miniclaudecode-go/agent_loop.go:3139.19,3141.4 1 0
miniclaudecode-go/agent_loop.go:3142.3,3142.16 1 0
miniclaudecode-go/agent_loop.go:3145.2,3145.35 1 0
miniclaudecode-go/agent_loop.go:3148.41,3149.19 1 0
miniclaudecode-go/agent_loop.go:3149.19,3151.3 1 0
miniclaudecode-go/agent_loop.go:3153.2,3153.41 1 0
miniclaudecode-go/agent_loop.go:3153.41,3155.3 1 0
miniclaudecode-go/agent_loop.go:3156.2,3156.24 1 0
miniclaudecode-go/agent_loop.go:3161.51,3162.63 1 0
miniclaudecode-go/agent_loop.go:3162.63,3164.3 1 0
miniclaudecode-go/agent_loop.go:3165.2,3165.11 1 0
miniclaudecode-go/agent_loop.go:3169.67,3171.18 1 0
miniclaudecode-go/agent_loop.go:3172.58,3173.49 1 0
miniclaudecode-go/agent_loop.go:3173.49,3175.4 1 0
miniclaudecode-go/agent_loop.go:3176.14,3177.47 1 0
miniclaudecode-go/agent_loop.go:3177.47,3178.22 1 0
miniclaudecode-go/agent_loop.go:3178.22,3180.5 1 0
miniclaudecode-go/agent_loop.go:3181.4,3181.14 1 0
miniclaudecode-go/agent_loop.go:3183.14,3184.51 1 0
miniclaudecode-go/agent_loop.go:3184.51,3185.50 1 0
miniclaudecode-go/agent_loop.go:3185.50,3187.5 1 0
miniclaudecode-go/agent_loop.go:3188.4,3188.37 1 0
miniclaudecode-go/agent_loop.go:3190.14,3191.51 1 0
miniclaudecode-go/agent_loop.go:3191.51,3193.4 1 0
